customer_id,customer_code,first_name,last_name,email,phone,city,state,country,segment,signup_date
2193,CUST02193,Cust2193,User,cust2193@gmail.com,9238926282,Jaipur,Rajasthan,India,Home Office,2023-07-27
2194,CUST02194,Cust2194,User,cust2194@gmail.com,9589016791,Delhi,Delhi,India,Corporate,2022-03-12
2195,CUST02195,Cust2195,User,cust2195@gmail.com,9700250339,Mumbai,Maharashtra,India,Corporate,2021-11-18
2196,CUST02196,Cust2196,User,cust2196@gmail.com,9218472553,Delhi,Delhi,India,Consumer,2023-04-17
2197,CUST02197,Cust2197,User,cust2197@gmail.com,9143252622,Pune,Maharashtra,India,Home Office,2022-08-17
2198,CUST02198,Cust2198,User,cust2198@gmail.com,9498860032,Bengaluru,Karnataka,India,Corporate,2021-08-30
2199,CUST02199,Cust2199,User,cust2199@gmail.com,9415660014,Pune,Maharashtra,India,Corporate,2022-09-14
2200,CUST02200,Cust2200,User,cust2200@gmail.com,9252621455,Mumbai,Maharashtra,India,Home Office,2021-10-20
2201,CUST02201,Cust2201,User,cust2201@gmail.com,9427667311,Hyderabad,Telangana,India,Corporate,2021-04-10
2202,CUST02202,Cust2202,User,cust2202@gmail.com,9979528847,Kolkata,West Bengal,India,Home Office,2022-01-10
2203,CUST02203,Cust2203,User,cust2203@gmail.com,9231348586,Jaipur,Rajasthan,India,Home Office,2021-01-05
2204,CUST02204,Cust2204,User,cust2204@gmail.com,9147977445,Pune,Maharashtra,India,Corporate,2021-05-19
2205,CUST02205,Cust2205,User,cust2205@gmail.com,9707484447,Jaipur,Rajasthan,India,Corporate,2022-09-27
2206,CUST02206,Cust2206,User,cust2206@gmail.com,9610271691,Pune,Maharashtra,India,Home Office,2023-02-12
2207,CUST02207,Cust2207,User,cust2207@gmail.com,9641986065,Bengaluru,Karnataka,India,Home Office,2021-10-11
2208,CUST02208,Cust2208,User,cust2208@gmail.com,9816422822,Jaipur,Rajasthan,India,Corporate,2023-07-11
2209,CUST02209,Cust2209,User,cust2209@gmail.com,9195901227,Bengaluru,Karnataka,India,Home Office,2022-10-29
2210,CUST02210,Cust2210,User,cust2210@gmail.com,9349991019,Hyderabad,Telangana,India,Corporate,2023-03-05
2211,CUST02211,Cust2211,User,cust2211@gmail.com,9819883588,Pune,Maharashtra,India,Corporate,2021-04-04
2212,CUST02212,Cust2212,User,cust2212@gmail.com,9277827512,Chennai,Tamil Nadu,India,Home Office,2021-07-01
2213,CUST02213,Cust2213,User,cust2213@gmail.com,9702416787,Mumbai,Maharashtra,India,Home Office,2022-09-25
2214,CUST02214,Cust2214,User,cust2214@gmail.com,9306616625,Delhi,Delhi,India,Home Office,2021-06-24
2215,CUST02215,Cust2215,User,cust2215@gmail.com,9303362264,Mumbai,Maharashtra,India,Corporate,2023-12-05
2216,CUST02216,Cust2216,User,cust2216@gmail.com,9806795289,Mumbai,Maharashtra,India,Home Office,2021-09-04
2217,CUST02217,Cust2217,User,cust2217@gmail.com,9395238760,Bengaluru,Karnataka,India,Consumer,2021-02-08
2218,CUST02218,Cust2218,User,cust2218@gmail.com,9190890036,Kolkata,West Bengal,India,Home Office,2023-06-29
2219,CUST02219,Cust2219,User,cust2219@gmail.com,9732319072,Pune,Maharashtra,India,Consumer,2023-04-03
2220,CUST02220,Cust2220,User,cust2220@gmail.com,9465025573,Jaipur,Rajasthan,India,Corporate,2021-02-17
2221,CUST02221,Cust2221,User,cust2221@gmail.com,9125830942,Bengaluru,Karnataka,India,Home Office,2023-04-30
2222,CUST02222,Cust2222,User,cust2222@gmail.com,9376142554,Pune,Maharashtra,India,Consumer,2023-02-22
2223,CUST02223,Cust2223,User,cust2223@gmail.com,9681731069,Delhi,Delhi,India,Consumer,2021-07-23
2224,CUST02224,Cust2224,User,cust2224@gmail.com,9296139268,Chennai,Tamil Nadu,India,Corporate,2021-10-22
2225,CUST02225,Cust2225,User,cust2225@gmail.com,9429417778,Delhi,Delhi,India,Corporate,2021-11-12
2226,CUST02226,Cust2226,User,cust2226@gmail.com,9759787964,Bengaluru,Karnataka,India,Corporate,2021-05-01
2227,CUST02227,Cust2227,User,cust2227@gmail.com,9865900715,Bengaluru,Karnataka,India,Consumer,2021-02-25
2228,CUST02228,Cust2228,User,cust2228@gmail.com,9206025798,Chennai,Tamil Nadu,India,Corporate,2023-03-10
2229,CUST02229,Cust2229,User,cust2229@gmail.com,9448126205,Bengaluru,Karnataka,India,Corporate,2023-04-26
2230,CUST02230,Cust2230,User,cust2230@gmail.com,9155703707,Hyderabad,Telangana,India,Consumer,2021-09-05
2231,CUST02231,Cust2231,User,cust2231@gmail.com,9629332643,Kolkata,West Bengal,India,Home Office,2022-04-30
2232,CUST02232,Cust2232,User,cust2232@gmail.com,9389145285,Hyderabad,Telangana,India,Consumer,2021-08-24
2233,CUST02233,Cust2233,User,cust2233@gmail.com,9693909246,Pune,Maharashtra,India,Corporate,2023-08-10
2234,CUST02234,Cust2234,User,cust2234@gmail.com,9131038055,Delhi,Delhi,India,Corporate,2023-09-19
2235,CUST02235,Cust2235,User,cust2235@gmail.com,9389008064,Kolkata,West Bengal,India,Home Office,2021-02-08
2236,CUST02236,Cust2236,User,cust2236@gmail.com,9919241705,Delhi,Delhi,India,Home Office,2022-05-20
2237,CUST02237,Cust2237,User,cust2237@gmail.com,9710149111,Bengaluru,Karnataka,India,Corporate,2022-09-16
2238,CUST02238,Cust2238,User,cust2238@gmail.com,9782683973,Jaipur,Rajasthan,India,Home Office,2021-06-21
2239,CUST02239,Cust2239,User,cust2239@gmail.com,9500833429,Kolkata,West Bengal,India,Home Office,2021-10-19
2240,CUST02240,Cust2240,User,cust2240@gmail.com,9677174482,Bengaluru,Karnataka,India,Corporate,2022-05-18
2241,CUST02241,Cust2241,User,cust2241@gmail.com,9101074879,Jaipur,Rajasthan,India,Corporate,2021-03-27
2242,CUST02242,Cust2242,User,cust2242@gmail.com,9100582968,Chennai,Tamil Nadu,India,Consumer,2021-12-09
2243,CUST02243,Cust2243,User,cust2243@gmail.com,9741955612,Jaipur,Rajasthan,India,Corporate,2022-07-14
2244,CUST02244,Cust2244,User,cust2244@gmail.com,9778827038,Hyderabad,Telangana,India,Consumer,2022-12-21
2245,CUST02245,Cust2245,User,cust2245@gmail.com,9273319432,Chennai,Tamil Nadu,India,Home Office,2021-04-04
2246,CUST02246,Cust2246,User,cust2246@gmail.com,9196330859,Delhi,Delhi,India,Corporate,2022-09-08
2247,CUST02247,Cust2247,User,cust2247@gmail.com,9878542046,Delhi,Delhi,India,Home Office,2021-10-14
2248,CUST02248,Cust2248,User,cust2248@gmail.com,9326398655,Chennai,Tamil Nadu,India,Home Office,2023-06-04
2249,CUST02249,Cust2249,User,cust2249@gmail.com,9782008471,Pune,Maharashtra,India,Corporate,2022-12-03
2250,CUST02250,Cust2250,User,cust2250@gmail.com,9364063487,Jaipur,Rajasthan,India,Home Office,2022-07-14
2251,CUST02251,Cust2251,User,cust2251@gmail.com,9326155683,Pune,Maharashtra,India,Corporate,2022-12-01
2252,CUST02252,Cust2252,User,cust2252@gmail.com,9842862979,Pune,Maharashtra,India,Consumer,2021-02-02
2253,CUST02253,Cust2253,User,cust2253@gmail.com,9104594803,Mumbai,Maharashtra,India,Consumer,2023-09-03
2254,CUST02254,Cust2254,User,cust2254@gmail.com,9696775664,Bengaluru,Karnataka,India,Home Office,2023-04-27
2255,CUST02255,Cust2255,User,cust2255@gmail.com,9677814249,Jaipur,Rajasthan,India,Consumer,2023-03-16
2256,CUST02256,Cust2256,User,cust2256@gmail.com,9993443242,Delhi,Delhi,India,Home Office,2021-03-05
2257,CUST02257,Cust2257,User,cust2257@gmail.com,9479025201,Jaipur,Rajasthan,India,Corporate,2021-09-10
2258,CUST02258,Cust2258,User,cust2258@gmail.com,9290252696,Pune,Maharashtra,India,Home Office,2023-03-04
2259,CUST02259,Cust2259,User,cust2259@gmail.com,9596812325,Mumbai,Maharashtra,India,Corporate,2021-09-13
2260,CUST02260,Cust2260,User,cust2260@gmail.com,9110053768,Kolkata,West Bengal,India,Consumer,2023-06-30
2261,CUST02261,Cust2261,User,cust2261@gmail.com,9830739665,Mumbai,Maharashtra,India,Home Office,2022-07-30
2262,CUST02262,Cust2262,User,cust2262@gmail.com,9196600815,Pune,Maharashtra,India,Home Office,2022-01-28
2263,CUST02263,Cust2263,User,cust2263@gmail.com,9351532545,Chennai,Tamil Nadu,India,Corporate,2022-03-29
2264,CUST02264,Cust2264,User,cust2264@gmail.com,9401459841,Pune,Maharashtra,India,Corporate,2021-03-17
2265,CUST02265,Cust2265,User,cust2265@gmail.com,9310546588,Kolkata,West Bengal,India,Home Office,2021-01-15
2266,CUST02266,Cust2266,User,cust2266@gmail.com,9397799667,Hyderabad,Telangana,India,Home Office,2021-08-16
2267,CUST02267,Cust2267,User,cust2267@gmail.com,9692474835,Jaipur,Rajasthan,India,Consumer,2021-12-16
2268,CUST02268,Cust2268,User,cust2268@gmail.com,9731536919,Bengaluru,Karnataka,India,Consumer,2021-05-14
2269,CUST02269,Cust2269,User,cust2269@gmail.com,9378769656,Delhi,Delhi,India,Home Office,2021-09-18
2270,CUST02270,Cust2270,User,cust2270@gmail.com,9882649192,Kolkata,West Bengal,India,Corporate,2023-12-08
2271,CUST02271,Cust2271,User,cust2271@gmail.com,9844087852,Kolkata,West Bengal,India,Home Office,2021-02-17
2272,CUST02272,Cust2272,User,cust2272@gmail.com,9102099126,Chennai,Tamil Nadu,India,Corporate,2023-07-19
2273,CUST02273,Cust2273,User,cust2273@gmail.com,9564445061,Mumbai,Maharashtra,India,Corporate,2022-10-24
2274,CUST02274,Cust2274,User,cust2274@gmail.com,9830330709,Chennai,Tamil Nadu,India,Home Office,2021-09-07
2275,CUST02275,Cust2275,User,cust2275@gmail.com,9488127434,Jaipur,Rajasthan,India,Home Office,2023-10-12
2276,CUST02276,Cust2276,User,cust2276@gmail.com,9150427906,Mumbai,Maharashtra,India,Corporate,2022-04-05
2277,CUST02277,Cust2277,User,cust2277@gmail.com,9581961364,Hyderabad,Telangana,India,Corporate,2023-12-27
2278,CUST02278,Cust2278,User,cust2278@gmail.com,9308958898,Mumbai,Maharashtra,India,Corporate,2023-03-14
2279,CUST02279,Cust2279,User,cust2279@gmail.com,9891824663,Delhi,Delhi,India,Consumer,2021-02-21
2280,CUST02280,Cust2280,User,cust2280@gmail.com,9368418452,Hyderabad,Telangana,India,Consumer,2021-06-02
2281,CUST02281,Cust2281,User,cust2281@gmail.com,9433725254,Bengaluru,Karnataka,India,Consumer,2022-11-06
2282,CUST02282,Cust2282,User,cust2282@gmail.com,9615360022,Delhi,Delhi,India,Corporate,2021-02-27
2283,CUST02283,Cust2283,User,cust2283@gmail.com,9368875123,Mumbai,Maharashtra,India,Consumer,2022-11-16
2284,CUST02284,Cust2284,User,cust2284@gmail.com,9355936253,Delhi,Delhi,India,Corporate,2023-08-28
2285,CUST02285,Cust2285,User,cust2285@gmail.com,9657996830,Mumbai,Maharashtra,India,Consumer,2022-11-15
2286,CUST02286,Cust2286,User,cust2286@gmail.com,9920444599,Delhi,Delhi,India,Consumer,2023-06-18
2287,CUST02287,Cust2287,User,cust2287@gmail.com,9191842179,Jaipur,Rajasthan,India,Consumer,2021-09-13
2288,CUST02288,Cust2288,User,cust2288@gmail.com,9436381228,Mumbai,Maharashtra,India,Home Office,2023-02-12
2289,CUST02289,Cust2289,User,cust2289@gmail.com,9166574389,Delhi,Delhi,India,Corporate,2021-09-19
2290,CUST02290,Cust2290,User,cust2290@gmail.com,9755775616,Mumbai,Maharashtra,India,Home Office,2022-09-10
2291,CUST02291,Cust2291,User,cust2291@gmail.com,9209336534,Hyderabad,Telangana,India,Home Office,2021-05-15
2292,CUST02292,Cust2292,User,cust2292@gmail.com,9416664467,Mumbai,Maharashtra,India,Corporate,2021-04-17
2293,CUST02293,Cust2293,User,cust2293@gmail.com,9762822951,Hyderabad,Telangana,India,Corporate,2021-07-16
2294,CUST02294,Cust2294,User,cust2294@gmail.com,9586846620,Kolkata,West Bengal,India,Corporate,2021-01-22
2295,CUST02295,Cust2295,User,cust2295@gmail.com,9765946168,Jaipur,Rajasthan,India,Home Office,2023-05-27
2296,CUST02296,Cust2296,User,cust2296@gmail.com,9798921553,Delhi,Delhi,India,Home Office,2022-11-27
2297,CUST02297,Cust2297,User,cust2297@gmail.com,9655353112,Mumbai,Maharashtra,India,Corporate,2023-07-19
2298,CUST02298,Cust2298,User,cust2298@gmail.com,9210262182,Kolkata,West Bengal,India,Consumer,2021-08-10
2299,CUST02299,Cust2299,User,cust2299@gmail.com,9715481841,Delhi,Delhi,India,Consumer,2022-02-01
2300,CUST02300,Cust2300,User,cust2300@gmail.com,9552052831,Chennai,Tamil Nadu,India,Corporate,2022-12-29
2301,CUST02301,Cust2301,User,cust2301@gmail.com,9361082984,Jaipur,Rajasthan,India,Consumer,2022-01-16
2302,CUST02302,Cust2302,User,cust2302@gmail.com,9237096167,Mumbai,Maharashtra,India,Corporate,2021-05-04
2303,CUST02303,Cust2303,User,cust2303@gmail.com,9799762892,Hyderabad,Telangana,India,Corporate,2023-11-17
2304,CUST02304,Cust2304,User,cust2304@gmail.com,9258279275,Chennai,Tamil Nadu,India,Corporate,2021-10-26
2305,CUST02305,Cust2305,User,cust2305@gmail.com,9412527533,Chennai,Tamil Nadu,India,Corporate,2022-12-04
2306,CUST02306,Cust2306,User,cust2306@gmail.com,9729685061,Mumbai,Maharashtra,India,Home Office,2023-11-27
2307,CUST02307,Cust2307,User,cust2307@gmail.com,9354892732,Bengaluru,Karnataka,India,Home Office,2021-04-28
2308,CUST02308,Cust2308,User,cust2308@gmail.com,9469169730,Mumbai,Maharashtra,India,Consumer,2023-05-15
2309,CUST02309,Cust2309,User,cust2309@gmail.com,9943170597,Kolkata,West Bengal,India,Consumer,2022-02-17
2310,CUST02310,Cust2310,User,cust2310@gmail.com,9817109365,Pune,Maharashtra,India,Corporate,2022-01-23
2311,CUST02311,Cust2311,User,cust2311@gmail.com,9721063811,Jaipur,Rajasthan,India,Home Office,2022-11-10
2312,CUST02312,Cust2312,User,cust2312@gmail.com,9549570641,Pune,Maharashtra,India,Corporate,2022-09-06
2313,CUST02313,Cust2313,User,cust2313@gmail.com,9587803152,Bengaluru,Karnataka,India,Consumer,2021-08-03
2314,CUST02314,Cust2314,User,cust2314@gmail.com,9103969701,Jaipur,Rajasthan,India,Home Office,2022-03-26
2315,CUST02315,Cust2315,User,cust2315@gmail.com,9600940025,Kolkata,West Bengal,India,Home Office,2022-04-17
2316,CUST02316,Cust2316,User,cust2316@gmail.com,9616197305,Kolkata,West Bengal,India,Home Office,2022-05-05
2317,CUST02317,Cust2317,User,cust2317@gmail.com,9320456760,Pune,Maharashtra,India,Corporate,2023-02-09
2318,CUST02318,Cust2318,User,cust2318@gmail.com,9489571951,Bengaluru,Karnataka,India,Consumer,2021-01-14
2319,CUST02319,Cust2319,User,cust2319@gmail.com,9132231138,Delhi,Delhi,India,Home Office,2023-01-03
2320,CUST02320,Cust2320,User,cust2320@gmail.com,9412003832,Delhi,Delhi,India,Corporate,2021-10-19
2321,CUST02321,Cust2321,User,cust2321@gmail.com,9147142443,Kolkata,West Bengal,India,Consumer,2023-01-08
2322,CUST02322,Cust2322,User,cust2322@gmail.com,9405051006,Kolkata,West Bengal,India,Consumer,2022-02-10
2323,CUST02323,Cust2323,User,cust2323@gmail.com,9871845007,Kolkata,West Bengal,India,Consumer,2022-06-21
2324,CUST02324,Cust2324,User,cust2324@gmail.com,9291707402,Pune,Maharashtra,India,Consumer,2022-05-19
2325,CUST02325,Cust2325,User,cust2325@gmail.com,9381093372,Mumbai,Maharashtra,India,Consumer,2021-12-27
2326,CUST02326,Cust2326,User,cust2326@gmail.com,9506865213,Mumbai,Maharashtra,India,Home Office,2021-10-09
2327,CUST02327,Cust2327,User,cust2327@gmail.com,9325740666,Delhi,Delhi,India,Corporate,2022-11-25
2328,CUST02328,Cust2328,User,cust2328@gmail.com,9496898624,Jaipur,Rajasthan,India,Corporate,2022-05-07
2329,CUST02329,Cust2329,User,cust2329@gmail.com,9957944228,Bengaluru,Karnataka,India,Home Office,2023-12-16
2330,CUST02330,Cust2330,User,cust2330@gmail.com,9227231238,Hyderabad,Telangana,India,Consumer,2021-05-14
2331,CUST02331,Cust2331,User,cust2331@gmail.com,9305816222,Bengaluru,Karnataka,India,Home Office,2022-01-24
2332,CUST02332,Cust2332,User,cust2332@gmail.com,9441397938,Hyderabad,Telangana,India,Home Office,2023-02-06
2333,CUST02333,Cust2333,User,cust2333@gmail.com,9149601706,Hyderabad,Telangana,India,Home Office,2022-05-16
2334,CUST02334,Cust2334,User,cust2334@gmail.com,9947813439,Kolkata,West Bengal,India,Consumer,2022-08-26
2335,CUST02335,Cust2335,User,cust2335@gmail.com,9157186389,Pune,Maharashtra,India,Home Office,2022-05-22
2336,CUST02336,Cust2336,User,cust2336@gmail.com,9645750195,Chennai,Tamil Nadu,India,Home Office,2021-09-16
2337,CUST02337,Cust2337,User,cust2337@gmail.com,9880930867,Jaipur,Rajasthan,India,Consumer,2022-03-05
2338,CUST02338,Cust2338,User,cust2338@gmail.com,9279780397,Jaipur,Rajasthan,India,Home Office,2021-05-13
2339,CUST02339,Cust2339,User,cust2339@gmail.com,9501865156,Hyderabad,Telangana,India,Corporate,2023-11-09
2340,CUST02340,Cust2340,User,cust2340@gmail.com,9445554954,Jaipur,Rajasthan,India,Home Office,2022-01-02
2341,CUST02341,Cust2341,User,cust2341@gmail.com,9845724084,Pune,Maharashtra,India,Corporate,2023-12-13
2342,CUST02342,Cust2342,User,cust2342@gmail.com,9388123003,Jaipur,Rajasthan,India,Home Office,2023-08-29
2343,CUST02343,Cust2343,User,cust2343@gmail.com,9322478872,Hyderabad,Telangana,India,Consumer,2021-03-16
2344,CUST02344,Cust2344,User,cust2344@gmail.com,9351668540,Kolkata,West Bengal,India,Corporate,2023-07-15
2345,CUST02345,Cust2345,User,cust2345@gmail.com,9556364808,Kolkata,West Bengal,India,Corporate,2022-09-19
2346,CUST02346,Cust2346,User,cust2346@gmail.com,9373298690,Bengaluru,Karnataka,India,Home Office,2023-02-06
2347,CUST02347,Cust2347,User,cust2347@gmail.com,9907048786,Delhi,Delhi,India,Consumer,2021-10-03
2348,CUST02348,Cust2348,User,cust2348@gmail.com,9657079511,Chennai,Tamil Nadu,India,Corporate,2023-06-30
2349,CUST02349,Cust2349,User,cust2349@gmail.com,9599561727,Kolkata,West Bengal,India,Home Office,2021-03-26
2350,CUST02350,Cust2350,User,cust2350@gmail.com,9584419915,Pune,Maharashtra,India,Corporate,2023-05-23
2351,CUST02351,Cust2351,User,cust2351@gmail.com,9494612942,Hyderabad,Telangana,India,Corporate,2023-04-18
2352,CUST02352,Cust2352,User,cust2352@gmail.com,9510567661,Pune,Maharashtra,India,Consumer,2022-07-14
2353,CUST02353,Cust2353,User,cust2353@gmail.com,9351030533,Bengaluru,Karnataka,India,Corporate,2023-06-24
2354,CUST02354,Cust2354,User,cust2354@gmail.com,9188496207,Delhi,Delhi,India,Corporate,2023-01-06
2355,CUST02355,Cust2355,User,cust2355@gmail.com,9344535679,Delhi,Delhi,India,Consumer,2022-07-21
2356,CUST02356,Cust2356,User,cust2356@gmail.com,9486801418,Delhi,Delhi,India,Consumer,2021-05-27
2357,CUST02357,Cust2357,User,cust2357@gmail.com,9311147379,Kolkata,West Bengal,India,Home Office,2022-11-15
2358,CUST02358,Cust2358,User,cust2358@gmail.com,9425038380,Pune,Maharashtra,India,Home Office,2022-05-28
2359,CUST02359,Cust2359,User,cust2359@gmail.com,9857678011,Chennai,Tamil Nadu,India,Home Office,2022-01-26
2360,CUST02360,Cust2360,User,cust2360@gmail.com,9109163182,Bengaluru,Karnataka,India,Corporate,2022-06-19
2361,CUST02361,Cust2361,User,cust2361@gmail.com,9940877558,Chennai,Tamil Nadu,India,Corporate,2022-12-11
2362,CUST02362,Cust2362,User,cust2362@gmail.com,9606810427,Hyderabad,Telangana,India,Home Office,2021-01-25
2363,CUST02363,Cust2363,User,cust2363@gmail.com,9344360546,Bengaluru,Karnataka,India,Consumer,2023-03-26
2364,CUST02364,Cust2364,User,cust2364@gmail.com,9350958360,Kolkata,West Bengal,India,Home Office,2023-08-30
2365,CUST02365,Cust2365,User,cust2365@gmail.com,9465780431,Jaipur,Rajasthan,India,Consumer,2023-08-03
2366,CUST02366,Cust2366,User,cust2366@gmail.com,9560412945,Pune,Maharashtra,India,Home Office,2022-01-20
2367,CUST02367,Cust2367,User,cust2367@gmail.com,9571029923,Hyderabad,Telangana,India,Corporate,2022-03-06
2368,CUST02368,Cust2368,User,cust2368@gmail.com,9249196669,Mumbai,Maharashtra,India,Home Office,2023-02-07
2369,CUST02369,Cust2369,User,cust2369@gmail.com,9892212155,Bengaluru,Karnataka,India,Consumer,2022-09-18
2370,CUST02370,Cust2370,User,cust2370@gmail.com,9464881354,Jaipur,Rajasthan,India,Consumer,2022-12-28
2371,CUST02371,Cust2371,User,cust2371@gmail.com,9836332204,Hyderabad,Telangana,India,Corporate,2023-05-22
2372,CUST02372,Cust2372,User,cust2372@gmail.com,9730238228,Chennai,Tamil Nadu,India,Consumer,2022-10-30
2373,CUST02373,Cust2373,User,cust2373@gmail.com,9265024710,Mumbai,Maharashtra,India,Corporate,2021-10-12
2374,CUST02374,Cust2374,User,cust2374@gmail.com,9319263036,Hyderabad,Telangana,India,Corporate,2023-02-20
2375,CUST02375,Cust2375,User,cust2375@gmail.com,9514930176,Delhi,Delhi,India,Consumer,2023-12-31
2376,CUST02376,Cust2376,User,cust2376@gmail.com,9453090727,Jaipur,Rajasthan,India,Home Office,2021-08-11
2377,CUST02377,Cust2377,User,cust2377@gmail.com,9200117306,Jaipur,Rajasthan,India,Consumer,2022-09-16
2378,CUST02378,Cust2378,User,cust2378@gmail.com,9134423255,Delhi,Delhi,India,Home Office,2021-12-30
2379,CUST02379,Cust2379,User,cust2379@gmail.com,9300459123,Jaipur,Rajasthan,India,Consumer,2021-02-24
2380,CUST02380,Cust2380,User,cust2380@gmail.com,9404746849,Delhi,Delhi,India,Consumer,2023-03-02
2381,CUST02381,Cust2381,User,cust2381@gmail.com,9808207780,Kolkata,West Bengal,India,Home Office,2022-08-20
2382,CUST02382,Cust2382,User,cust2382@gmail.com,9161689886,Delhi,Delhi,India,Corporate,2023-07-21
2383,CUST02383,Cust2383,User,cust2383@gmail.com,9450868832,Mumbai,Maharashtra,India,Corporate,2021-12-18
2384,CUST02384,Cust2384,User,cust2384@gmail.com,9218910413,Hyderabad,Telangana,India,Consumer,2021-11-18
2385,CUST02385,Cust2385,User,cust2385@gmail.com,9897943460,Hyderabad,Telangana,India,Consumer,2023-09-07
2386,CUST02386,Cust2386,User,cust2386@gmail.com,9239513727,Hyderabad,Telangana,India,Consumer,2022-02-27
2387,CUST02387,Cust2387,User,cust2387@gmail.com,9978209248,Chennai,Tamil Nadu,India,Home Office,2023-06-05
2388,CUST02388,Cust2388,User,cust2388@gmail.com,9748228085,Jaipur,Rajasthan,India,Home Office,2021-11-22
2389,CUST02389,Cust2389,User,cust2389@gmail.com,9639528440,Chennai,Tamil Nadu,India,Home Office,2022-02-20
2390,CUST02390,Cust2390,User,cust2390@gmail.com,9316576663,Jaipur,Rajasthan,India,Consumer,2022-07-19
2391,CUST02391,Cust2391,User,cust2391@gmail.com,9168687310,Bengaluru,Karnataka,India,Corporate,2023-07-02
2392,CUST02392,Cust2392,User,cust2392@gmail.com,9453144519,Kolkata,West Bengal,India,Home Office,2023-12-13
2393,CUST02393,Cust2393,User,cust2393@gmail.com,9596815461,Jaipur,Rajasthan,India,Home Office,2023-08-01
2394,CUST02394,Cust2394,User,cust2394@gmail.com,9409142921,Mumbai,Maharashtra,India,Home Office,2021-07-06
2395,CUST02395,Cust2395,User,cust2395@gmail.com,9851959157,Jaipur,Rajasthan,India,Home Office,2022-12-12
2396,CUST02396,Cust2396,User,cust2396@gmail.com,9758233277,Chennai,Tamil Nadu,India,Consumer,2023-03-12
2397,CUST02397,Cust2397,User,cust2397@gmail.com,9292820522,Hyderabad,Telangana,India,Home Office,2022-05-26
2398,CUST02398,Cust2398,User,cust2398@gmail.com,9513030888,Hyderabad,Telangana,India,Home Office,2023-07-27
2399,CUST02399,Cust2399,User,cust2399@gmail.com,9522572507,Bengaluru,Karnataka,India,Home Office,2021-07-15
2400,CUST02400,Cust2400,User,cust2400@gmail.com,9269578434,Mumbai,Maharashtra,India,Corporate,2022-05-06
2401,CUST02401,Cust2401,User,cust2401@gmail.com,9849519028,Chennai,Tamil Nadu,India,Home Office,2021-05-17
2402,CUST02402,Cust2402,User,cust2402@gmail.com,9541606556,Kolkata,West Bengal,India,Home Office,2023-10-08
2403,CUST02403,Cust2403,User,cust2403@gmail.com,9182177360,Delhi,Delhi,India,Consumer,2023-01-26
2404,CUST02404,Cust2404,User,cust2404@gmail.com,9584188831,Pune,Maharashtra,India,Consumer,2023-04-20
2405,CUST02405,Cust2405,User,cust2405@gmail.com,9643382699,Chennai,Tamil Nadu,India,Consumer,2022-03-01
2406,CUST02406,Cust2406,User,cust2406@gmail.com,9178593060,Jaipur,Rajasthan,India,Home Office,2021-02-24
2407,CUST02407,Cust2407,User,cust2407@gmail.com,9468999657,Jaipur,Rajasthan,India,Home Office,2023-02-20
2408,CUST02408,Cust2408,User,cust2408@gmail.com,9525925819,Hyderabad,Telangana,India,Consumer,2022-02-03
2409,CUST02409,Cust2409,User,cust2409@gmail.com,9223139628,Mumbai,Maharashtra,India,Home Office,2022-05-29
2410,CUST02410,Cust2410,User,cust2410@gmail.com,9819724388,Bengaluru,Karnataka,India,Home Office,2022-11-01
2411,CUST02411,Cust2411,User,cust2411@gmail.com,9595378308,Jaipur,Rajasthan,India,Consumer,2023-09-20
2412,CUST02412,Cust2412,User,cust2412@gmail.com,9866202339,Delhi,Delhi,India,Corporate,2022-05-12
2413,CUST02413,Cust2413,User,cust2413@gmail.com,9980926449,Bengaluru,Karnataka,India,Corporate,2023-08-23
2414,CUST02414,Cust2414,User,cust2414@gmail.com,9119398359,Bengaluru,Karnataka,India,Home Office,2021-12-16
2415,CUST02415,Cust2415,User,cust2415@gmail.com,9415835422,Delhi,Delhi,India,Consumer,2021-12-29
2416,CUST02416,Cust2416,User,cust2416@gmail.com,9183306581,Hyderabad,Telangana,India,Home Office,2021-12-11
2417,CUST02417,Cust2417,User,cust2417@gmail.com,9264815590,Mumbai,Maharashtra,India,Corporate,2022-07-14
2418,CUST02418,Cust2418,User,cust2418@gmail.com,9332650248,Pune,Maharashtra,India,Home Office,2021-12-31
2419,CUST02419,Cust2419,User,cust2419@gmail.com,9332107009,Mumbai,Maharashtra,India,Corporate,2023-12-27
2420,CUST02420,Cust2420,User,cust2420@gmail.com,9788281593,Mumbai,Maharashtra,India,Home Office,2023-12-07
2421,CUST02421,Cust2421,User,cust2421@gmail.com,9841254136,Delhi,Delhi,India,Corporate,2023-03-11
2422,CUST02422,Cust2422,User,cust2422@gmail.com,9742318110,Jaipur,Rajasthan,India,Consumer,2021-04-18
2423,CUST02423,Cust2423,User,cust2423@gmail.com,9923682643,Mumbai,Maharashtra,India,Consumer,2023-02-12
2424,CUST02424,Cust2424,User,cust2424@gmail.com,9356130725,Kolkata,West Bengal,India,Consumer,2023-02-07
2425,CUST02425,Cust2425,User,cust2425@gmail.com,9552778389,Delhi,Delhi,India,Consumer,2021-02-02
2426,CUST02426,Cust2426,User,cust2426@gmail.com,9981033677,Mumbai,Maharashtra,India,Consumer,2022-11-22
2427,CUST02427,Cust2427,User,cust2427@gmail.com,9203726898,Delhi,Delhi,India,Home Office,2022-03-28
